_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Telemetry 6 Hourly (meter)
1310121,1310121,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,07-03-2024 06:00,1
1310120,1310120,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,07-03-2024 00:00,1
1310119,1310119,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,06-03-2024 18:00,1
1310118,1310118,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,06-03-2024 12:00,-11.567
1310117,1310117,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,06-03-2024 06:00,1
1310116,1310116,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,06-03-2024 00:00,1
1310115,1310115,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,05-03-2024 18:00,1
1310114,1310114,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,05-03-2024 12:00,1
1310113,1310113,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,05-03-2024 06:00,1
1310112,1310112,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,05-03-2024 00:00,1
1310111,1310111,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,04-03-2024 18:00,1
1310110,1310110,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,04-03-2024 12:00,-11.543
1310109,1310109,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,04-03-2024 06:00,-11.548
1310108,1310108,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,04-03-2024 00:00,1
1310107,1310107,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,03-03-2024 18:00,-11.557
1310106,1310106,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,03-03-2024 12:00,-11.551
1310105,1310105,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,03-03-2024 06:00,-11.538
1310104,1310104,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,03-03-2024 00:00,1
1310103,1310103,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,02-03-2024 18:00,1
1310102,1310102,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,02-03-2024 12:00,-11.549
1310101,1310101,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,02-03-2024 06:00,-11.522
1310100,1310100,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,02-03-2024 00:00,1
1310099,1310099,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,01-03-2024 18:00,-11.524
1310098,1310098,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,01-03-2024 12:00,-11.538
1310097,1310097,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,01-03-2024 06:00,-11.544
1310096,1310096,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,01-03-2024 00:00,1
1310095,1310095,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,25-02-2024 18:00,1
1310094,1310094,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,25-02-2024 12:00,-11.427
1310093,1310093,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,25-02-2024 06:00,-11.436
1310092,1310092,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,25-02-2024 00:00,1
1310091,1310091,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,24-02-2024 18:00,1
1310090,1310090,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,24-02-2024 12:00,-11.418
1310089,1310089,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,24-02-2024 06:00,-11.423
1310088,1310088,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,24-02-2024 00:00,-11.396
1310087,1310087,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,22-02-2024 18:00,-11.386
1310086,1310086,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,22-02-2024 12:00,1
1310085,1310085,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,22-02-2024 06:00,1
1310084,1310084,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,22-02-2024 00:00,-11.364
1310083,1310083,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,21-02-2024 18:00,-11.379
1310082,1310082,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,21-02-2024 12:00,1
1310081,1310081,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,21-02-2024 06:00,1
1310080,1310080,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,21-02-2024 00:00,-11.364
1310079,1310079,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,20-02-2024 18:00,-11.375
1310078,1310078,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,20-02-2024 12:00,1
1310077,1310077,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,20-02-2024 06:00,1
1310076,1310076,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,20-02-2024 00:00,1
1310075,1310075,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,19-02-2024 18:00,1
1310074,1310074,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,19-02-2024 12:00,1
1310073,1310073,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,19-02-2024 06:00,1
1310072,1310072,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,19-02-2024 00:00,1
1310071,1310071,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,18-02-2024 18:00,1
1310070,1310070,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,18-02-2024 12:00,1
1310069,1310069,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,18-02-2024 06:00,1
1310068,1310068,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,18-02-2024 00:00,1
1310067,1310067,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,17-02-2024 18:00,1
1310066,1310066,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,17-02-2024 12:00,-11.333
1310065,1310065,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,17-02-2024 06:00,1
1310064,1310064,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,17-02-2024 00:00,1
1310063,1310063,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,16-02-2024 18:00,1
1310062,1310062,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,16-02-2024 12:00,1
1310061,1310061,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,16-02-2024 06:00,1
1310059,1310059,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,15-02-2024 18:00,1
1310058,1310058,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,15-02-2024 12:00,-11.322
1310057,1310057,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,15-02-2024 06:00,1
1310056,1310056,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,15-02-2024 00:00,1
1310055,1310055,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,13-02-2024 18:00,1
1310054,1310054,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,13-02-2024 12:00,-11.301
1310053,1310053,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,13-02-2024 06:00,1
1310052,1310052,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,13-02-2024 00:00,1
1310051,1310051,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,12-02-2024 18:00,1
1310050,1310050,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,12-02-2024 12:00,-11.29
1310049,1310049,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,12-02-2024 06:00,-11.297
1310048,1310048,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,12-02-2024 00:00,1
1310047,1310047,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,11-02-2024 18:00,-11.265
1310046,1310046,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,11-02-2024 12:00,1
1310045,1310045,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,11-02-2024 06:00,-11.26
1310044,1310044,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,11-02-2024 00:00,1
1310043,1310043,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,10-02-2024 18:00,1
1310042,1310042,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,10-02-2024 12:00,1
1310060,1310060,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,16-02-2024 00:00,1
1310041,1310041,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,10-02-2024 06:00,-11.245
1310040,1310040,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,10-02-2024 00:00,1
1310039,1310039,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,09-02-2024 18:00,1
1310038,1310038,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,09-02-2024 12:00,1
1310037,1310037,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,09-02-2024 06:00,1
1310036,1310036,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,09-02-2024 00:00,1
1310035,1310035,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,08-02-2024 18:00,1
1310034,1310034,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,08-02-2024 12:00,1
1310033,1310033,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,08-02-2024 06:00,1
1310032,1310032,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,08-02-2024 00:00,1
1310031,1310031,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,07-02-2024 18:00,1
1310030,1310030,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,07-02-2024 12:00,-11.173
1310029,1310029,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,07-02-2024 06:00,-11.186
1310028,1310028,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,07-02-2024 00:00,1
1310027,1310027,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,06-02-2024 18:00,-11.192
1310026,1310026,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,06-02-2024 12:00,-11.16
1310025,1310025,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,06-02-2024 06:00,-11.174
1310024,1310024,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,06-02-2024 00:00,1
1310023,1310023,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,05-02-2024 18:00,-11.175
1310022,1310022,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,05-02-2024 12:00,-11.178
1310021,1310021,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,05-02-2024 06:00,-11.184
1310020,1310020,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,05-02-2024 00:00,-11.173
1310019,1310019,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,04-02-2024 18:00,1
1310018,1310018,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,04-02-2024 12:00,1
1310017,1310017,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,04-02-2024 06:00,1
1310016,1310016,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,04-02-2024 00:00,1
1310015,1310015,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,03-02-2024 18:00,1
1310014,1310014,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,03-02-2024 12:00,1
1310013,1310013,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,03-02-2024 06:00,-11.116
1310012,1310012,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,03-02-2024 00:00,1
1310011,1310011,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,02-02-2024 18:00,1
1310010,1310010,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,02-02-2024 12:00,1
1310009,1310009,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,02-02-2024 06:00,1
1310008,1310008,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,02-02-2024 00:00,1
1310007,1310007,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,01-02-2024 18:00,1
1310006,1310006,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,01-02-2024 12:00,1
1310005,1310005,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,01-02-2024 06:00,1
1310004,1310004,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,01-02-2024 00:00,1
1310003,1310003,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,31-01-2024 18:00,1
1310002,1310002,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,31-01-2024 12:00,-11.079
1310001,1310001,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,31-01-2024 06:00,1
1310000,1310000,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,31-01-2024 00:00,-11.047
1309999,1309999,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,30-01-2024 18:00,1
1309998,1309998,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,30-01-2024 12:00,1
1309997,1309997,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,30-01-2024 06:00,-11.05
1309996,1309996,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,30-01-2024 00:00,1
1309995,1309995,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,28-01-2024 18:00,1
1309994,1309994,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,28-01-2024 12:00,-10.999
1309993,1309993,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,28-01-2024 06:00,-11.007
1309992,1309992,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,28-01-2024 00:00,1
1309991,1309991,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,27-01-2024 18:00,1
1309990,1309990,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,27-01-2024 12:00,-10.982
1309989,1309989,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,27-01-2024 06:00,-10.994
1309988,1309988,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,27-01-2024 00:00,1
1309987,1309987,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,26-01-2024 18:00,1
1309986,1309986,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,26-01-2024 12:00,1
1309985,1309985,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,26-01-2024 06:00,1
1309984,1309984,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,26-01-2024 00:00,1
1309983,1309983,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,25-01-2024 18:00,1
1309982,1309982,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,25-01-2024 12:00,1
1309981,1309981,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,25-01-2024 06:00,1
1309980,1309980,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,25-01-2024 00:00,1
1309979,1309979,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,24-01-2024 18:00,-10.951
1309978,1309978,Devarabeesanahalli_1,Karnataka GW,29,Karnataka,525,Bangalore Urban,-,-,-,-,-,-,-,-,-,12.92338889,77.69177778,874.00,24-01-2024 12:00,-10.933
